price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,HouseAge,Renovated,lat,BathRoom*Lat,BedRoom*Lat,long,sqft_living15,sqft_lot15
452500,4,2.5,2460,6454,2,0,0,3,7,2460,0,9,0,47.5381,118.84525,190.1524,-121.89,2320,4578
245000,4,2,1580,8000,1,0,0,3,7,1040,540,47,0,47.3467,94.6934,189.3868,-122.304,1550,8000
415000,1,1,700,2550,1,0,0,3,6,700,0,61,0,47.6783,47.6783,47.6783,-122.383,1330,4110
610000,4,2.5,2410,15899,2,0,3,3,9,2410,0,24,0,47.6242,119.0605,190.4968,-122.04,2360,11412
363500,4,1.75,2180,9702,1,0,0,5,7,1090,1090,52,0,47.4973,83.120275,189.9892,-122.268,2020,9792
510000,3,2.75,1950,12630,1,0,0,4,8,1230,720,46,0,47.6301,130.982775,142.8903,-122.107,1990,12196
650000,4,2.5,2630,28298,2,0,0,3,8,2630,0,19,0,47.6314,119.0785,190.5256,-121.968,2840,26071
290000,4,2.5,2050,9015,2,0,0,4,7,2050,0,42,0,47.4357,118.58925,189.7428,-122.168,1780,8820
170000,3,1,790,6750,1,0,0,2,6,790,0,71,0,47.4984,47.4984,142.4952,-122.24,960,6298
510000,2,1,1070,5280,1,0,0,3,6,1070,0,115,0,47.6168,47.6168,95.2336,-122.303,1380,2370
2.28E+06,7,8,13540,307752,3,0,4,3,12,9410,4130,15,0,47.6675,381.34,333.6725,-121.986,4850,217800
316000,4,2.5,2320,7379,2,0,0,3,8,2320,0,27,0,47.3432,118.358,189.3728,-122.316,2230,7614
690000,4,2.5,2670,13463,2,0,0,4,9,2670,0,25,0,47.5627,118.90675,190.2508,-122.018,2560,10982
199950,2,1,700,5200,1,0,0,5,5,700,0,62,0,47.4924,47.4924,94.9848,-122.174,970,5200
207000,3,1,860,7740,1,0,0,3,6,860,0,54,0,47.4906,47.4906,142.4718,-122.244,980,7200
449950,4,2.25,3490,8400,1.5,0,0,4,8,3490,0,39,0,47.4513,106.765425,189.8052,-122.128,2320,8723
361550,3,1.75,1160,257875,1,0,0,2,7,1160,0,35,0,47.4655,83.064625,142.3965,-122.072,1420,15450
824000,4,3.5,3650,57538,2,0,0,3,10,3650,0,18,0,47.7711,167.19885,191.0844,-122.041,3730,56257
537000,3,1.75,1550,10050,1,0,0,5,7,1550,0,58,0,47.6345,83.360375,142.9035,-122.123,1720,10050
838400,4,2.5,2620,9525,2.5,0,0,4,9,2620,0,40,0,47.5631,118.90775,190.2524,-122.219,2580,9525
225000,2,1,720,4758,1,0,0,3,6,720,0,67,0,47.5176,47.5176,95.0352,-122.376,990,4920
329900,3,2,1380,5198,1,0,0,4,7,1380,0,33,0,47.5514,95.1028,142.6542,-122.357,1320,6827
282500,4,1,1170,34925,1,0,0,4,6,1170,0,73,0,47.5305,47.5305,190.122,-121.841,1610,28108
229950,3,1.75,1170,11960,1,0,0,4,7,1170,0,46,0,47.3279,82.823825,141.9837,-122.136,1230,9800
500000,2,1,1630,12059,1,0,0,3,7,1270,360,68,0,47.7228,47.7228,95.4456,-122.314,1660,8800
495000,3,1.75,1890,6557,1,0,0,3,8,1890,0,47,0,47.7032,83.4806,143.1096,-122.286,1920,6793
149500,3,1,1010,9450,1,0,0,4,7,1010,0,55,0,47.3592,47.3592,142.0776,-122.315,1240,9450
726000,3,2.5,2040,10033,1,0,0,4,8,1420,620,40,0,47.6375,119.09375,142.9125,-122.173,2260,10115
899000,4,2.5,4080,10295,2,0,0,3,10,4080,0,17,0,47.5933,118.98325,190.3732,-121.982,3470,10295
317000,3,1,1270,8925,1,0,0,5,7,1270,0,60,0,47.5124,47.5124,142.5372,-122.165,1270,8996
395000,1,1,790,3000,1,0,0,3,6,790,0,62,0,47.6544,47.6544,47.6544,-122.386,1110,4100
360000,4,3,2580,6740,2,0,0,3,8,2580,0,16,0,47.4296,142.2888,189.7184,-122.185,2010,6740
570000,4,2.5,2290,6738,2,0,0,3,8,2290,0,18,0,47.5714,118.9285,190.2856,-122.005,2100,6261
320000,4,2.5,3490,5000,2,0,0,3,8,3490,0,11,0,47.3772,118.443,189.5088,-122.127,2910,5025
320000,3,1.75,1510,30185,1.5,0,0,3,7,1510,0,38,0,47.4118,82.97065,142.2354,-122.089,1470,12465
268000,5,2.5,2400,4564,2,0,0,3,7,2400,0,11,0,47.369,118.4225,236.845,-122.126,1880,4109
191000,2,1,900,3400,1,0,0,5,6,900,0,109,0,47.5269,47.5269,95.0538,-122.314,940,6000
400000,2,1,1270,7440,1,0,0,4,7,910,360,65,0,47.5285,47.5285,95.057,-122.372,1040,7500
515000,2,1,1050,5000,1,0,0,5,7,1050,0,107,0,47.6699,47.6699,95.3398,-122.369,1340,5000
610000,4,2.5,2950,9010,2,0,0,3,9,2950,0,11,0,47.531,118.8275,190.124,-121.86,3160,8813
538000,2,1.75,1850,3060,1,0,0,3,7,1060,790,85,1,47.6821,83.443675,95.3642,-122.308,1850,4080
432000,3,2.5,1970,4036,2,0,0,4,7,1970,0,11,0,47.5335,118.83375,142.6005,-121.869,1960,5020
335000,4,2.25,2400,8592,2,0,0,3,8,2400,0,37,0,47.4383,106.736175,189.7532,-122.193,2180,8100
302000,5,1.75,2360,8642,1.5,0,0,5,7,2060,300,89,0,47.7617,83.582975,238.8085,-122.335,1950,8491
787500,4,1.75,1580,9382,1,0,0,3,7,1080,500,51,0,47.6353,83.361775,190.5412,-122.232,2010,9382
420000,3,1,1790,7055,1,0,0,5,8,1520,270,77,0,47.718,47.718,143.154,-122.355,1710,7055
560000,3,2.5,2840,216493,2,0,0,3,9,2840,0,23,0,47.702,119.255,143.106,-121.892,2820,175111
535000,3,2.5,1970,6634,2,0,0,3,8,1970,0,26,0,47.5759,118.93975,142.7277,-122.012,2090,6176
310000,3,2.5,1780,6771,1,0,0,3,7,1230,550,24,0,47.5237,118.80925,142.5711,-122.353,1780,6771
760000,5,2,3920,5250,1.5,0,0,5,7,2560,1360,104,0,47.5798,95.1596,237.899,-122.294,1830,4240
242500,3,1.75,1550,1905,2,0,0,3,7,1550,0,9,0,47.4331,83.007925,142.2993,-122.195,1550,1866
1.31E+06,6,3,2980,7200,1.5,0,2,3,8,2980,0,104,0,47.6366,142.9098,285.8196,-122.362,1720,3600
235000,3,1,1270,7153,1,0,0,5,6,1270,0,65,0,47.4815,47.4815,142.4445,-122.226,1650,7153
598780,4,2.25,3040,12160,1,0,0,4,7,1520,1520,52,0,47.5911,107.079975,190.3644,-122.133,2560,12090
433200,3,2.5,2075,16200,2,0,0,3,8,2075,0,12,0,47.4848,118.712,142.4544,-121.698,2300,32379
343000,2,1,1110,9920,1,0,0,5,6,700,410,73,0,47.5454,47.5454,95.0908,-122.192,2830,10091
145000,2,1,800,8125,1,0,0,3,6,800,0,50,0,47.6836,47.6836,95.3672,-122.174,2390,8125
291970,1,1,680,21727,1,0,0,3,5,680,0,63,1,47.446,47.446,47.446,-122.175,1470,19406
599950,3,1,1680,7910,1,0,0,3,7,1680,0,66,0,47.5085,47.5085,142.5255,-122.385,1330,7910
1.75E+06,4,2.5,3910,22710,1.5,0,0,3,8,3910,0,106,1,47.6295,119.07375,190.518,-122.217,2920,16544
870000,4,1.75,2780,11000,1,0,0,3,9,1560,1220,51,0,47.595,83.29125,190.38,-122.203,2350,11700
323000,4,2.75,2000,9083,2,0,0,4,7,2000,0,23,0,47.3511,130.215525,189.4044,-122.058,1690,7735
727000,4,3,3150,9703,2,0,0,3,9,3150,0,13,0,47.5962,142.7886,190.3848,-122.018,3150,8819
166000,1,1,1120,17332,1,0,0,3,7,1120,0,26,0,47.2972,47.2972,47.2972,-122.267,1280,17334
450000,4,1.75,1740,12204,1,0,0,3,7,1270,470,54,0,47.7675,83.593125,191.07,-122.277,2190,12204
400000,3,2.5,2970,23100,1,0,0,3,7,1510,1460,47,0,47.7735,119.43375,143.3205,-122.133,2390,20300
599000,3,2.5,2970,23100,1,0,0,3,7,1510,1460,48,0,47.7735,119.43375,143.3205,-122.133,2390,20300
165000,3,1,1150,19200,1,0,0,4,5,1150,0,106,0,47.2756,47.2756,141.8268,-122.27,1290,19200
229000,2,1,1190,7408,1,0,0,3,6,830,360,73,0,47.5094,47.5094,95.0188,-122.31,1140,7408
305000,1,1,900,7500,1,0,0,3,5,900,0,68,1,47.7553,47.7553,47.7553,-122.283,1470,7500
930000,3,3.25,2950,4446,2,0,0,3,9,2450,500,13,0,47.5852,154.6519,142.7556,-122.391,1930,4255
542000,3,2.5,1990,15985,1,0,0,3,8,1540,450,50,0,47.6205,119.05125,142.8615,-122.141,2470,10125
214000,3,1,1020,9147,1,0,0,4,6,1020,0,114,1,47.3127,47.3127,141.9381,-122.002,1600,9700
718000,3,2.5,2070,7200,2,0,0,3,8,2070,0,13,0,47.6946,119.2365,143.0838,-122.211,1650,8877
349000,3,2.5,1430,1002,3,0,0,3,8,1430,0,12,0,47.698,119.245,143.094,-122.349,1430,1530
305000,3,2.5,2030,8000,2,0,0,3,7,2030,0,18,0,47.4024,118.506,142.2072,-122.216,2290,7945
498000,3,2.5,1620,2640,2,0,0,4,7,1620,0,114,1,47.6036,119.009,142.8108,-122.305,1370,3840
799950,4,3.5,4220,196817,2,0,0,3,10,4220,0,21,0,47.2642,165.4247,189.0568,-122.187,2500,195395
737000,3,2.5,2300,7800,2,0,2,3,9,2300,0,18,0,47.6842,119.2105,143.0526,-122.155,2300,8187
860000,4,3.25,3830,10005,2,0,0,3,10,3830,0,13,0,47.5953,154.684725,190.3812,-122.039,2555,5204
339950,3,2.5,2390,34041,1,0,0,3,8,1840,550,30,0,47.3546,118.3865,142.0638,-122.081,2460,35686
249000,3,2.25,1440,7673,1,0,0,3,7,940,500,32,0,47.4034,106.65765,142.2102,-122.178,1440,8418
370000,2,1,910,5525,1,0,0,2,6,910,0,105,0,47.5322,47.5322,95.0644,-122.379,1620,5525
725000,3,2,1550,12262,1,0,0,4,7,1550,0,50,0,47.5755,95.151,142.7265,-122.216,2900,12372
529000,5,2.5,2380,91476,1,0,0,4,8,1580,800,38,0,47.479,118.6975,237.395,-122.153,1880,12870
310000,4,2.75,2060,8100,1,0,0,4,7,1310,750,27,0,47.3581,130.234775,189.4324,-122.317,1540,8100
315000,4,2.25,1880,9163,2,0,0,3,8,1880,0,33,0,47.4362,106.73145,189.7448,-122.165,1900,7980
1.30E+06,4,2.5,3470,4160,2,0,0,3,9,2480,990,87,0,47.63,119.075,190.52,-122.363,2280,5440
435000,3,2,2360,12744,2,0,0,5,7,2360,0,50,0,47.483,94.966,142.449,-122.164,1650,8625
350000,3,1.75,1970,10800,1,0,0,4,7,1300,670,35,0,47.5107,83.143725,142.5321,-122.172,1970,8768
240000,3,1,1040,7800,1,0,0,3,7,1040,0,66,0,47.4804,47.4804,142.4412,-122.229,1780,8400
410000,3,2.25,1420,3750,2,0,0,3,7,1420,0,28,0,47.5725,107.038125,142.7175,-122.383,1430,4664
430000,4,2.75,2290,5249,2,0,0,3,7,2290,0,11,0,47.4916,130.6019,189.9664,-122.162,2270,4348
446000,4,2.5,1530,8375,1,0,0,3,7,1020,510,40,0,47.7174,119.2935,190.8696,-122.236,1650,9794
240000,3,1.5,1360,9760,1.5,0,0,5,7,1360,0,30,0,47.4648,71.1972,142.3944,-121.757,1310,11456
595000,4,3,3680,35736,1.5,0,0,4,8,2320,1360,45,0,47.4703,142.4109,189.8812,-122.015,3210,39512
215150,3,1,920,4770,1,0,0,4,6,920,0,46,0,47.3654,47.3654,142.0962,-122.082,920,4770
319950,2,1,1070,5824,1,0,2,5,7,1070,0,65,0,47.507,47.507,95.014,-122.242,2090,7980
385000,3,2,1590,9912,2,0,0,3,8,1590,0,14,0,47.3731,94.7462,142.1193,-122.43,1670,9912
280000,3,2.5,1600,6700,2,0,0,3,8,1600,0,24,0,47.3618,118.4045,142.0854,-122.074,1790,7577
399950,3,2.5,1510,7300,1,0,0,3,7,1040,470,41,0,47.7153,119.28825,143.1459,-122.211,1360,7300
132500,3,1,1080,10500,1,0,0,3,7,1080,0,47,0,47.32,47.32,141.96,-122.278,1200,9607
399950,2,0.75,1330,2856,1,0,0,4,7,930,400,99,0,47.5671,35.675325,95.1342,-122.37,1330,2856
290000,2,1,850,6800,1,0,0,3,7,850,0,66,0,47.7282,47.7282,95.4564,-122.337,870,6800
860000,5,2.25,1960,8592,1,0,0,4,8,1290,670,57,0,47.6066,107.11485,238.033,-122.192,1720,8592
3.10E+06,6,4.25,6980,15682,3,0,4,4,12,5330,1650,15,0,47.5552,202.1096,285.3312,-122.231,3930,18367
245000,4,1,1530,7200,1.5,0,0,3,7,1400,130,66,0,47.5015,47.5015,190.006,-122.262,1530,7200
255000,3,1.5,1320,7980,1,0,0,3,7,1320,0,58,0,47.5068,71.2602,142.5204,-122.259,2000,7700
310000,4,3,2320,7200,2,0,0,3,7,2320,0,38,0,47.7703,143.3109,191.0812,-122.312,2050,10000
299000,3,1,960,8100,1,0,0,3,7,960,0,59,0,47.7763,47.7763,143.3289,-122.305,1080,8100
575000,4,2.5,2040,5508,2,0,0,4,8,2040,0,18,0,47.5719,118.92975,190.2876,-122.007,2130,5496
284000,3,1,1080,8214,1,0,0,3,7,1080,0,70,0,47.7401,47.7401,143.2203,-122.348,1850,13560
840000,3,1.75,2020,4800,1,0,0,4,8,1090,930,89,0,47.6726,83.42705,143.0178,-122.294,1680,4800
442573,3,1.75,1780,7567,1,0,0,3,7,1290,490,34,0,47.7314,83.52995,143.1942,-122.225,1910,8645
560000,3,1,1140,7028,1,0,0,3,8,1140,0,83,0,47.6948,47.6948,143.0844,-122.322,1350,6923
485000,3,2,1610,4160,1,0,0,4,7,1010,600,97,0,47.5421,95.0842,142.6263,-122.388,1040,4400
472500,4,1.75,1440,8536,1,0,0,4,7,1440,0,54,0,47.6775,83.435625,190.71,-122.18,1720,9748
1.61E+06,4,2.75,4270,25807,2,0,0,3,11,4270,0,18,0,47.5951,130.886525,190.3804,-122.206,3860,20723
808000,8,3.75,3460,4600,2,0,0,3,7,2860,600,27,0,47.6617,178.731375,381.2936,-122.289,2170,3750
398000,3,1.75,1890,16001,1.5,0,0,4,7,1890,0,64,0,47.7663,83.591025,143.2989,-122.201,1820,11450
340000,3,2.5,2240,6000,2,0,0,3,8,2240,0,12,0,47.4837,118.70925,142.4511,-122.138,2400,6000
380000,2,1,760,4000,1.5,0,0,3,6,760,0,105,0,47.5462,47.5462,95.0924,-122.32,1130,4000
235000,3,1,1020,6173,1,0,0,3,6,780,240,66,0,47.5042,47.5042,142.5126,-122.329,1330,5909
400000,3,1.5,1330,9900,1,0,0,3,7,1330,0,58,0,47.7167,71.57505,143.1501,-122.233,1940,9900
582000,5,2.5,2780,12335,1,0,0,4,8,1590,1190,46,0,47.5681,118.92025,237.8405,-122.128,2750,9930
209000,2,1,1070,6120,1,0,0,3,6,1070,0,52,0,47.4989,47.4989,94.9978,-122.317,1130,6120
335000,5,3,2660,7700,1.5,0,0,4,7,1670,990,53,0,47.46,142.38,237.3,-122.174,1610,7700
285950,2,1,710,7120,1,0,0,5,6,710,0,72,0,47.5122,47.5122,95.0244,-122.374,1100,7020
645000,5,2.25,3340,52476,2,0,0,4,8,3340,0,39,0,47.4553,106.774425,237.2765,-121.987,2460,48351
312000,2,1,1160,7500,1.5,0,0,4,7,1160,0,98,0,47.6499,47.6499,95.2998,-121.916,1110,7500
663000,3,2.25,2840,59677,1,0,0,3,7,1580,1260,47,0,47.5828,107.0613,142.7484,-122.044,2220,31688
443950,3,1.75,2000,36000,1,0,0,3,6,2000,0,68,1,47.5217,83.162975,142.5651,-122.182,2100,9681
315000,3,2,1060,5750,1,0,0,3,7,1060,0,33,0,47.5523,95.1046,142.6569,-122.372,1080,5750
302200,4,1.5,1730,10396,1,0,0,3,7,1730,0,51,0,47.4497,71.17455,189.7988,-122.168,1510,10396
770000,3,2.5,2190,2658,2,0,3,4,9,2190,0,36,0,47.6528,119.132,142.9584,-122.203,2315,2538
374950,4,1.75,1660,8160,1,0,0,3,8,1660,0,41,0,47.4483,83.034525,189.7932,-122.129,1800,7684
330000,3,2.5,2210,7557,2,0,0,3,9,2210,0,25,0,47.3079,118.26975,141.9237,-122.393,2440,8641
230000,2,1,870,7020,1,0,0,4,6,570,300,72,0,47.5404,47.5404,95.0808,-122.352,1730,7020
967000,4,2.5,3100,7250,2,0,0,3,9,3100,0,5,0,47.6961,119.24025,190.7844,-122.316,1240,6670
536500,4,2.5,1720,3515,2,0,2,3,8,1470,250,14,0,47.591,118.9775,190.364,-122.293,1140,2208
315000,6,4,3120,4240,2,0,2,4,7,2090,1030,21,0,47.5305,190.122,285.183,-122.353,1460,4240
626000,3,1,1040,4240,1,0,0,4,7,860,180,90,0,47.6768,47.6768,143.0304,-122.367,1170,4240
334009,4,2,1650,9305,1,0,0,4,6,1650,0,54,0,47.7183,95.4366,190.8732,-122.213,1860,7486
429000,2,1,1010,5000,1,0,0,2,7,1010,0,91,0,47.6715,47.6715,95.343,-122.365,1410,5000
818000,4,2.5,4020,44431,2,0,0,3,10,4020,0,28,0,47.7467,119.36675,190.9868,-122.132,3440,52900
326000,5,2.75,2166,6342,2,0,0,3,8,2166,0,1,0,47.3461,130.201775,236.7305,-122.152,2474,5948
310000,5,3,1880,5000,1,0,0,3,7,1100,780,17,0,47.5453,142.6359,237.7265,-122.363,1640,5000
525000,4,2,2260,7680,1,0,0,4,7,1130,1130,68,0,47.7193,95.4386,190.8772,-122.361,1800,7680
350000,3,2.25,2010,4400,1.5,0,0,3,7,2010,0,29,0,47.4735,106.815375,142.4205,-122.189,1720,4187
936000,4,2.5,3330,8897,2,0,0,3,10,3330,0,14,0,47.6484,119.121,190.5936,-122.08,3150,7515
226000,3,1,1520,7200,1,0,0,3,7,1030,490,60,0,47.4527,47.4527,142.3581,-122.352,1530,7201
1.25E+06,5,3.5,3510,4798,2,0,0,3,10,2700,810,7,0,47.669,166.8415,238.345,-122.282,1460,1684
428000,3,1.75,1580,507038,1,0,2,4,7,1580,0,29,0,47.2303,82.653025,141.6909,-121.936,2040,210394
329932,3,1.5,1460,5040,1,0,0,3,7,1100,360,43,0,47.7112,71.5668,143.1336,-122.357,2330,7560
539000,3,1.5,1460,5040,1,0,0,3,7,1100,360,44,0,47.7112,71.5668,143.1336,-122.357,2330,7560
275000,3,1.75,1650,7700,1,0,0,4,8,1650,0,38,0,47.3155,82.802125,141.9465,-122.365,2020,7700
590000,4,2.5,2660,35010,2,0,2,3,9,2660,0,21,0,47.4816,118.704,189.9264,-121.714,2330,35448
782000,4,2.5,3510,24604,2,0,0,3,10,3510,0,18,0,47.6772,119.193,190.7088,-122.056,3530,26673
575000,4,2.5,2120,9603,2,0,0,3,8,2120,0,29,0,47.5348,118.837,190.1392,-122.053,1990,9611
509000,3,2.25,1780,9315,2,0,0,3,7,1780,0,19,0,47.7484,107.4339,143.2452,-122.353,1780,8545
290000,4,2.5,2000,13300,1,0,0,4,7,1200,800,46,0,47.353,118.3825,189.412,-122.294,1800,9810
305240,3,1,1300,9000,1,0,0,3,7,1300,0,58,0,47.7352,47.7352,143.2056,-122.337,1500,9600
555000,3,2,2180,4976,1.5,0,2,4,8,1680,500,84,0,47.573,95.146,142.719,-122.38,1850,5000
317000,3,2,1790,8228,1,0,0,3,7,1390,400,34,0,47.4658,94.9316,142.3974,-122.172,1880,8228
430000,3,2,1910,5040,1.5,0,0,3,8,1910,0,43,0,47.6312,95.2624,142.8936,-122.061,1980,4275
850000,2,1.5,1800,4144,1,0,4,4,7,900,900,53,0,47.5934,71.3901,95.1868,-122.39,2090,4173
469000,3,2.25,2620,10659,1,0,0,3,7,1660,960,38,0,47.7643,107.469675,143.2929,-122.273,1820,12071
327200,2,2,1440,8425,1,0,0,4,6,1440,0,72,1,47.4831,94.9662,94.9662,-122.296,1430,12037
835000,3,3,2790,12523,2,1,4,4,8,1600,1190,37,0,47.3571,142.0713,142.0713,-122.324,2990,11476
360000,4,2.5,2340,13445,2,0,0,3,8,2340,0,24,0,47.374,118.435,189.496,-122.125,2340,11188
372000,4,2.5,2070,8658,2,0,0,3,8,2070,0,15,0,47.5072,118.768,190.0288,-122.257,2010,7215
453000,3,1,2160,11484,1.5,0,0,4,7,2160,0,47,0,47.7277,47.7277,143.1831,-122.185,2270,10080
275000,2,1.75,2090,11317,1,0,0,5,7,1090,1000,83,0,47.4594,83.05395,94.9188,-122.279,1940,11317
475000,4,2.5,2040,7260,2,0,0,4,7,2040,0,51,0,47.7399,119.34975,190.9596,-122.332,2040,7360
310000,4,2.75,1950,9720,1,0,0,3,7,1400,550,29,0,47.3969,130.341475,189.5876,-122.205,2300,10530
173000,4,2,1200,8460,1,0,0,5,7,1200,0,58,0,47.4413,94.8826,189.7652,-122.277,1350,8623
313500,5,3,2240,94960,1,0,0,3,6,2240,0,30,0,47.481,142.443,237.405,-121.788,1780,43400
345000,3,2.5,1360,1489,2,0,0,3,8,1360,0,7,0,47.549,118.8725,142.647,-122.372,1360,1688
436000,3,1.5,1500,10200,1,0,0,3,8,1300,200,60,0,47.7598,71.6397,143.2794,-122.359,1950,9500
244500,2,1.75,1300,14500,1,0,0,3,6,650,650,75,0,47.4989,83.123075,94.9978,-122.329,1370,12986
206000,3,1.75,1140,9800,1,0,0,4,7,1140,0,46,0,47.3063,82.786025,141.9189,-122.27,1370,9800
890000,4,2.5,2930,9158,2,0,0,3,9,2930,0,10,0,47.7065,119.26625,190.826,-122.13,3590,8065
329950,4,2.25,2140,8874,2,0,0,3,8,2140,0,29,0,47.2654,106.34715,189.0616,-122.217,2140,8789
250000,3,1.75,1628,286355,1,0,0,3,7,1628,0,19,0,47.2558,82.69765,141.7674,-122.122,1490,216344
246000,3,2,1990,203861,1,0,0,3,7,1990,0,65,0,47.2507,94.5014,141.7521,-122.039,2760,217800
440000,3,1.75,1950,19747,1,0,0,3,7,1150,800,35,0,47.7685,83.594875,143.3055,-122.162,2560,9674
395000,4,1.75,1910,8117,1,0,0,3,7,1460,450,39,0,47.7344,83.5352,190.9376,-122.173,1810,8100
305000,3,1,820,5150,1,0,0,5,6,820,0,96,0,47.5514,47.5514,142.6542,-122.284,1100,5150
160000,3,2.25,1470,8682,1,0,0,3,7,1160,310,29,0,47.2729,106.364025,141.8187,-122.299,1670,8359
269000,3,2.25,1470,8682,1,0,0,3,7,1160,310,30,0,47.2729,106.364025,141.8187,-122.299,1670,8359
169500,3,1,1060,10023,1,0,0,3,6,1060,0,52,0,47.2869,47.2869,141.8607,-122.36,1060,10023
690500,4,2.75,3130,8920,2,0,0,3,8,3130,0,0,0,47.7397,131.284175,190.9588,-122.316,1450,9183
245560,2,1.5,1260,9693,1,0,0,3,7,1260,0,57,0,47.7775,71.66625,95.555,-122.365,1800,9693
345000,4,2.75,2200,13498,2,0,0,3,8,2200,0,28,0,47.3148,130.1157,189.2592,-122.35,2190,11850
383000,4,1.75,2580,19607,1,0,2,4,8,1290,1290,56,0,47.5067,83.136725,190.0268,-122.197,1970,9569
388500,3,2.25,1350,944,2,0,0,3,8,1050,300,7,0,47.5997,107.099325,142.7991,-122.312,1350,1245
250000,3,1.75,1350,8548,1,0,0,3,7,1350,0,29,0,47.3179,82.806325,141.9537,-122.33,1660,8538
455500,3,1.75,2290,19000,1,0,0,4,9,1650,640,42,0,47.3837,82.921475,142.1511,-122.158,2900,13034
672000,3,1,1220,8573,1,0,0,4,7,1220,0,60,0,47.6088,47.6088,142.8264,-122.193,1390,8573
550000,4,1.5,2750,128502,1,0,0,2,7,1500,1250,56,0,47.4345,71.15175,189.738,-122.198,1470,11514
487000,3,1.75,1430,12632,1,0,0,3,7,1430,0,56,0,47.6371,83.364925,142.9113,-122.123,1750,10350
291375,4,2.5,2220,6233,2,0,0,3,7,2220,0,13,0,47.4887,118.72175,189.9548,-122.15,2220,5352
225000,3,1,1490,15850,1,0,0,3,7,1490,0,69,0,47.7411,47.7411,143.2233,-122.347,1950,13228
519950,5,3.5,2440,10200,2,0,0,4,7,2440,0,40,0,47.5814,166.5349,237.907,-122.003,2000,10568
250000,3,2.5,2070,8400,2,0,0,4,8,2070,0,24,0,47.3099,118.27475,141.9297,-122.206,2070,9239
614950,3,1,1500,2400,1.5,0,0,5,7,1500,0,114,0,47.6333,47.6333,142.8999,-122.362,1780,3600
599500,4,2.25,2020,10260,2,0,0,4,7,2020,0,31,0,47.6801,107.280225,190.7204,-122.114,2020,10311
625000,4,1.5,2190,13660,1,0,3,3,8,2190,0,62,0,47.7658,71.6487,191.0632,-122.37,2520,20500
248500,2,1,780,10064,1,0,0,4,7,780,0,57,0,47.4913,47.4913,94.9826,-122.318,1090,14750
469950,5,2,1220,4200,1,0,0,4,6,1090,130,93,0,47.6677,95.3354,238.3385,-122.321,1790,4200
525000,3,1.5,1840,10956,1,0,0,4,8,1840,0,45,0,47.6746,71.5119,143.0238,-122.164,1680,10950
787500,2,2.5,2390,6928,2,0,3,4,8,1810,580,65,1,47.5101,118.77525,95.0202,-122.391,2390,12852
485000,4,2.5,3710,15935,1,0,0,3,10,2130,1580,10,0,47.3528,118.382,189.4112,-122.267,3674,17913
310000,2,1,750,5379,1,0,0,3,6,750,0,96,0,47.5324,47.5324,95.0648,-122.272,1030,5511
280000,5,2,2110,7919,1,0,0,3,7,1110,1000,48,0,47.5164,95.0328,237.582,-122.267,1590,5250
200000,4,1,1020,42966,1.5,0,0,4,6,1020,0,93,0,47.7617,47.7617,191.0468,-122.11,2250,37680
490000,3,2.5,3080,7363,2,0,0,3,9,3080,0,8,0,47.4473,118.61825,142.3419,-122.205,2860,5273
146000,3,1,900,4770,1,0,0,3,6,900,0,45,1,47.3038,47.3038,141.9114,-122.362,900,3480
500000,5,3,3720,25474,2,0,4,3,9,2090,1630,28,0,47.3296,141.9888,236.648,-122.256,1870,14547
242500,3,1,940,7380,1,0,0,3,6,940,0,55,0,47.4516,47.4516,142.3548,-122.175,1210,8095
324950,3,1,1040,7288,1,0,0,3,7,1040,0,55,0,47.7287,47.7287,143.1861,-122.311,1160,7287
231500,2,1,1000,7615,1,0,0,4,6,1000,0,72,0,47.49,47.49,94.98,-122.191,1060,8000
300000,3,2.5,2080,9827,2,0,0,3,8,2080,0,25,0,47.3058,118.2645,141.9174,-122.394,2660,9861
545000,4,2.5,2500,50595,2,0,0,3,9,2500,0,17,0,47.4736,118.684,189.8944,-121.731,2765,33720
350000,3,1,1050,8583,1,0,0,5,6,1050,0,60,0,47.7451,47.7451,143.2353,-122.339,1460,7351
467100,3,1.75,1620,8645,1,0,0,3,7,1190,430,41,0,47.6651,83.413925,142.9953,-122.151,2010,8645
180000,3,1,1610,8500,1.5,0,0,3,7,1610,0,56,0,47.3717,47.3717,142.1151,-122.297,1070,8750
749000,4,1.5,2130,5000,2,0,0,4,8,2130,0,94,0,47.5828,71.3742,190.3312,-122.291,2560,5000
245000,3,2.5,1460,11593,2,0,0,3,7,1460,0,25,0,47.2984,118.246,141.8952,-122.385,1640,9703
260000,5,1,1600,7350,1,0,0,5,7,1600,0,52,0,47.3943,47.3943,236.9715,-122.196,1600,7725
490000,3,3,1730,2940,3,0,0,3,7,1730,0,29,0,47.6911,143.0733,143.0733,-122.392,1690,4410
565000,4,2.5,2280,4602,2,0,0,3,8,2280,0,11,0,47.5895,118.97375,190.358,-122.019,2280,4193
330000,4,2.25,2430,7490,2,0,0,3,8,2430,0,31,0,47.4406,106.74135,189.7624,-122.139,2070,7469
295000,3,1,1380,7575,1,0,0,4,7,1380,0,51,0,47.5139,47.5139,142.5417,-122.187,1320,7600
725000,3,1.5,1790,6000,1.5,0,0,4,7,1790,0,111,0,47.6754,71.5131,143.0262,-122.325,1290,3500
